ticker,date,text,source,url,sentiment_label,sentiment_score,positive_score,negative_score,neutral_score
AAPL,2026-01-27,"Jefferies Flags App Store and Google Ad Risks for Apple (AAPL). Apple Inc. (NASDAQ:AAPL) is one of the AI Stocks in Focus on Wall Street. On January 26, Jefferies analyst Edison Lee lowered the price target on the stock...",newsapi,https://finance.yahoo.com/news/jefferies-flags-app-store-google-172321219.html,negative,0.6160871386528015,0.05026078224182129,0.6160871386528015,0.3336520493030548
AAPL,2026-01-27,"Wall Street braces for a blowout quarter from Apple. Apple earnings are set to soar with predicted double-digit revenue growth. Discover why Wall Street is so upbeat about the iPhone maker.
(via Cult of Mac - Your source for the latest Apple news, rumors, analysis, reviews, how-tos and deals.)",newsapi,https://www.cultofmac.com/news/apple-earnings-financial-predictions-q1-2026,neutral,0.9099644422531128,0.06881280243396759,0.021222805604338646,0.9099644422531128
AAPL,2026-01-27,"Earnings live: UnitedHealth stock tumbles, UPS and General Motors rise. The fourth quarter earnings season kicks into high gear this week, with Big Tech results from Microsoft, Meta, Tesla, and Apple headlining the earnings...",newsapi,https://finance.yahoo.com/news/live/earnings-live-unitedhealth-stock-tumbles-ups-and-general-motors-rise-130729919.html,positive,0.6981161236763,0.6981161236763,0.2234696000814438,0.07841423898935318
AAPL,2026-01-27,"Meta to test premium subscription plans for Instagram, Facebook and WhatsApp - CNBC. Meta to test premium subscription plans for Instagram, Facebook and WhatsAppCNBC Meta to test premium subscriptions on Instagram, Facebook, and WhatsAppYahoo Finance Meta to trial premium subscriptions for Instagram, Facebook and WhatsAppBBC Meta's Sacred Cow…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180663722,neutral,0.7905423045158386,0.20036394894123077,0.00909377634525299,0.7905423045158386
AAPL,2026-01-27,"Jim Cramer Says “I’m Not Changing My View, I Say, Own Apple, Don’t Trade It”. Apple Inc. (NASDAQ:AAPL) is one of the stocks in focus as Jim Cramer shared his weekly game plan. Cramer highlighted why the stock has been down for the past...",newsapi,https://finance.yahoo.com/news/jim-cramer-says-m-not-023322336.html,negative,0.898853600025177,0.016378551721572876,0.898853600025177,0.08476784080266953
AAPL,2026-01-26,"Apple stock surges ahead of key holiday earnings report. Apple's stock rose notably on Monday as investors looked ahead to the company's fiscal first-quarter earnings report, buoyed by renewed…
The post Apple stock surges ahead of key holiday earnings report appeared first on MacDailyNews.",newsapi,https://macdailynews.com/2026/01/26/apple-stock-surges-ahead-of-key-holiday-earnings-report/,positive,0.941923201084137,0.941923201084137,0.02575484849512577,0.03232196718454361
AAPL,2026-01-26,"JPMorgan boosts Apple price target to $315 ahead of earnings, citing strong iPhone 17 demand. JPMorgan has raised its price target on Apple stock to $315 from $305, maintaining its overweight rating, as the bank expresses optimism…
The post JPMorgan boosts Apple price target to $315 ahead of earnings, citing strong iPhone 17 demand appeared first on M…",newsapi,https://macdailynews.com/2026/01/26/jpmorgan-boosts-apple-price-target-to-315-ahead-of-earnings-citing-strong-iphone-17-demand/,positive,0.9495172500610352,0.9495172500610352,0.02196088619530201,0.028521792963147163
AAPL,2026-01-26,"Earnings live: Baker Hughes stock rises as Big Tech earnings come into view. The fourth quarter earnings season kicks into high gear this week, with Big Tech results from Microsoft, Meta, Tesla, and Apple headlining the earnings...",newsapi,https://finance.yahoo.com/news/live/earnings-live-baker-hughes-stock-rises-as-big-tech-earnings-come-into-view-133500361.html,positive,0.9313957095146179,0.9313957095146179,0.023096291348338127,0.04550791531801224
AAPL,2026-01-26,"Stock market today: Dow, S&P 500, Nasdaq rise to kick off big week of Big Tech earnings, Fed meeting. Markets are treading carefully ahead of a Fed rate decision and a big week of earnings from the likes of Apple and Meta.",newsapi,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-rise-to-kick-off-big-week-of-big-tech-earnings-fed-meeting-110341652.html,neutral,0.760424792766571,0.18112574517726898,0.05844942852854729,0.760424792766571
AAPL,2026-01-26,entityspine added to PyPI. Lightweight entity resolution - from company_tickers.json to enterprise,newsapi,https://pypi.org/project/entityspine/,neutral,0.946333646774292,0.03771326318383217,0.015953101217746735,0.946333646774292
AAPL,2026-01-26,"Stock futures fall as traders get set for a big week of trading: Live updates - CNBC. Stock futures fall as traders get set for a big week of trading: Live updatesCNBC Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Stock Futures Are Falling Ahead of Fed Meeting as Shutdown Fears RiseBarron's Earnings week…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180656110,negative,0.9654098153114319,0.008798249065876007,0.9654098153114319,0.025792013853788376
AAPL,2026-01-25,"What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, Apple - Investopedia. What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, AppleInvestopedia Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Megacap earnings next week could lift a stock market…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180655460,neutral,0.6367813944816589,0.20348277688026428,0.1597357988357544,0.6367813944816589
AAPL,2026-01-25,sopel-stocks added to PyPI. Stock lookup plugin for Sopel IRC bots,newsapi,https://pypi.org/project/sopel-stocks/,neutral,0.935667872428894,0.047656986862421036,0.016675088554620743,0.935667872428894
AAPL,2026-01-25,"AAPL vs. MSFT vs. TSLA: Wall Street’s Favorite Magnificent 7 Stock Ahead of Q4 Earnings Season - TipRanks. AAPL vs. MSFT vs. TSLA: Wall Street’s Favorite Magnificent 7 Stock Ahead of Q4 Earnings SeasonTipRanks Fed, big earnings week loom for markets as global tensions muddy outlookYahoo Finance Fed Meeting, Apple, Meta, GM, Boeing, Chevron, and More to Watch This …",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180654736,neutral,0.8366255164146423,0.10931367427110672,0.05406076833605766,0.8366255164146423
AAPL,2026-01-25,Intel’s Nvidia-Like Rally Faces a Reality Check: Should You Buy the Dip In INTC Stock?. Intel stock is trading sharply lower today after the company gave soft guidance for Q1. Should you buy the dip in INTC stock?,newsapi,https://www.barchart.com/story/news/37219060/intels-nvidia-like-rally-faces-a-reality-check-should-you-buy-the-dip-in-intc-stock,negative,0.9568198323249817,0.01221166830509901,0.9568198323249817,0.030968502163887024
AAPL,2026-01-25,"Show HN: TUI to track stock and cryptocurrencies in real-time. Article URL: https://github.com/ni5arga/stock-tui
Comments URL: https://news.ycombinator.com/item?id=46753881
Points: 1
# Comments: 0",newsapi,https://github.com/ni5arga/stock-tui,neutral,0.8865139484405518,0.031781744211912155,0.08170434832572937,0.8865139484405518
AAPL,2026-01-25,Hands-On with Two Apple Network Server Prototype ROMs. Grateful acknowledgement made to the several former Apple employees who materially contributed to this entry. This article wouldn't have bee...,newsapi,http://oldvcr.blogspot.com/2026/01/hands-on-with-two-apple-network-server.html,neutral,0.911209762096405,0.037828970700502396,0.050961267203092575,0.911209762096405
AAPL,2026-01-24,Jim Cramer Reveals Why Apple (AAPL) Stock is Struggling. ,newsapi,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9f164cb9-e27a-41e0-a00c-0066970c6418,negative,0.9530908465385437,0.014031428843736649,0.9530908465385437,0.03287774696946144
AAPL,2026-01-23,Intel stock sinks as company's Q1 outlook falls short of Wall Street expectations. Intel reported fourth quarter earnings results after the bell.,newsapi,https://finance.yahoo.com/news/intel-stock-sinks-as-companys-q1-outlook-falls-short-of-wall-street-expectations-143343615.html,negative,0.9652494192123413,0.012621351517736912,0.9652494192123413,0.022129260003566742
AAPL,2026-01-23,"Bitcoin options show pro traders expect more downside, but also plan to accumulate. Bitcoin derivatives markets show traders holding steady, but the path back to $95,000 relies on institutional inflows returning, especially after this week’s $1.58 billion outflow.",newsapi,https://cointelegraph.com/news/bitcoin-options-show-pro-traders-expect-more-downside-but-also-plan-to-accumulate,positive,0.8433717489242554,0.8433717489242554,0.11368093639612198,0.04294731467962265
AAPL,2026-01-22,"Jim Cramer says he's not abandoning the Mag 7 stocks despite recent struggles. Here's why. ""I think that the money will ultimately flow back to most"" of the Magnificent Seven stocks, CNBC's Jim Cramer said.",newsapi,https://www.cnbc.com/2026/01/22/jim-cramer-says-hes-not-bailing-on-the-mag-7-amid-storage-stock-rally.html,neutral,0.8584529161453247,0.11771821230649948,0.0238288976252079,0.8584529161453247
AAPL,2026-01-22,"Why Apple’s Sell-Off May Be Overdone Right Before Earnings. Apple heads into earnings deeply oversold but fundamentally intact, setting up a potential rebound rally if results top expectations.",newsapi,https://www.marketbeat.com/originals/why-apples-sell-off-may-be-overdone-right-before-earnings/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,positive,0.8981224894523621,0.8981224894523621,0.06827059388160706,0.033606864511966705
AAPL,2026-01-22,"Show HN: First autonomous ML and AI engineering Agent. Founder here. I built NEO, an AI agent designed specifically for AI and ML engineering workflows, after repeatedly hitting the same wall with existing tools: they work for short, linear tasks, but fall apart once workflows become long-running, stateful, and f…",newsapi,https://marketplace.visualstudio.com/items?itemName=NeoResearchInc.heyneo,neutral,0.8941919803619385,0.05601567402482033,0.04979238659143448,0.8941919803619385
AAPL,2026-01-22,KHC Is Low-Hanging Fruit for Greg Abel: Which Warren Buffett Stock Will He Sell Next?. KHC might not be the only mistake made by Warren Buffet that Berkshire Hathaway’s new CEO might try and rectify.,newsapi,https://www.barchart.com/story/news/37178066/khc-is-low-hanging-fruit-for-greg-abel-which-warren-buffett-stock-will-he-sell-next,neutral,0.808262825012207,0.03313565254211426,0.1586015373468399,0.808262825012207
AAPL,2026-01-22,"Should You Buy the Dip in Qualcomm Stock?. After Qualcomm recorded its seventh straight intraday decline, should you capitalize on its dip?",newsapi,https://www.barchart.com/story/news/37176112/should-you-buy-the-dip-in-qualcomm-stock,negative,0.6658158302307129,0.11090294271707535,0.6658158302307129,0.22328120470046997
AAPL,2026-01-22,Intel earnings set to test stock rally as Wall Street grows bullish on chipmaker’s AI position. Intel is set to report fourth quarter earnings results after the bell.,newsapi,https://finance.yahoo.com/news/intel-earnings-set-to-test-stock-rally-as-wall-street-grows-bullish-on-chipmakers-ai-position-143443999.html,positive,0.6521603465080261,0.6521603465080261,0.21526001393795013,0.1325797289609909
AAPL,2026-01-22,"Apple’s Huge Surge in China. Apple led in smartphone market share and shipment growth in China in the fourth quarter of 2025, despite it not having an artificial intelligence product in ...",newsapi,https://247wallst.com/consumer-electronics/2026/01/22/apples-huge-surge-in-china/,positive,0.9403570890426636,0.9403570890426636,0.013415885157883167,0.046226903796195984
AAPL,2026-01-22,"AI power and infrastructure needs boomed in 2025. At Davos, the AI story for 2026 remains the same.. The AI industry's greatest bottleneck, power, drove a boom in infrastructure throughout 2025. At Davos, leaders signal that 2026 is likely to see more of the...",newsapi,https://finance.yahoo.com/news/ai-power-and-infrastructure-needs-boomed-in-2025-at-davos-the-ai-story-for-2026-remains-the-same-100005093.html,positive,0.9091156125068665,0.9091156125068665,0.030673332512378693,0.0602109432220459
MSFT,2026-01-27,"Earnings live: UnitedHealth stock tumbles, UPS and General Motors rise. The fourth quarter earnings season kicks into high gear this week, with Big Tech results from Microsoft, Meta, Tesla, and Apple headlining the earnings...",newsapi,https://finance.yahoo.com/news/live/earnings-live-unitedhealth-stock-tumbles-ups-and-general-motors-rise-130729919.html,positive,0.6981161236763,0.6981161236763,0.2234696000814438,0.07841423898935318
MSFT,2026-01-27,"Is Wall Street Bullish or Bearish on Microsoft Stock?. Though Microsoft has lagged behind the broader market over the past year, Wall Street analysts maintain a bullish outlook on the stock’s prospects.",newsapi,https://www.barchart.com/story/news/37242661/is-wall-street-bullish-or-bearish-on-microsoft-stock,negative,0.563832700252533,0.3351902961730957,0.563832700252533,0.10097692906856537
MSFT,2026-01-26,Microsoft Reports Q2 Earnings Jan. 28. Is MSFT Stock a Buy Before Then?. ,newsapi,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_34e1f116-d494-4229-a1f1-195dbe09e837,neutral,0.933941125869751,0.03430864214897156,0.03175023943185806,0.933941125869751
MSFT,2026-01-26,"Tesla, Microsoft, Meta, SanDisk And More: Stocks With Earnings This Week - Benzinga. Tesla, Microsoft, Meta, SanDisk And More: Stocks With Earnings This WeekBenzinga Big Tech Earnings Land With 2026’s AI Winners Still In QuestionYahoo Finance Meta, Microsoft and Apple to report earnings. What the charts show, according to Katie StocktonCNBC M…",newsapi,https://slashdot.org/firehose.pl?op=view&amp;id=180661228,neutral,0.9036791920661926,0.07106424868106842,0.02525654062628746,0.9036791920661926
MSFT,2026-01-26,"Netflix, Meta upgraded: Wall Street's top analyst calls. Netflix, Meta upgraded: Wall Street's top analyst calls",newsapi,https://finance.yahoo.com/news/netflix-meta-upgraded-wall-streets-145018319.html,neutral,0.6952619552612305,0.2872634530067444,0.0174745861440897,0.6952619552612305
MSFT,2026-01-26,"Earnings live: Baker Hughes stock rises as Big Tech earnings come into view. The fourth quarter earnings season kicks into high gear this week, with Big Tech results from Microsoft, Meta, Tesla, and Apple headlining the earnings...",newsapi,https://finance.yahoo.com/news/live/earnings-live-baker-hughes-stock-rises-as-big-tech-earnings-come-into-view-133500361.html,positive,0.9313957095146179,0.9313957095146179,0.023096291348338127,0.04550791531801224
MSFT,2026-01-26,"Stock market today: Dow, S&P 500, Nasdaq rise to kick off big week of Big Tech earnings, Fed meeting. Markets are treading carefully ahead of a Fed rate decision and a big week of earnings from the likes of Apple and Meta.",newsapi,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-rise-to-kick-off-big-week-of-big-tech-earnings-fed-meeting-110341652.html,neutral,0.760424792766571,0.18112574517726898,0.05844942852854729,0.760424792766571
